date,customerId,customerId,paymentPeriod,loanAmount,currencyType,evaluationChannel,interest_rate
2022-09-10,173685849,CUS17368584936,36,8500,USD,WEB PAGE,0.245
2022-09-10,483835597,CUS48383559760,60,35000,USD,WEB PAGE,0.185
2022-09-10,255533709,CUS25553370936,36,25000,USD,AGENCY,0.105
2022-09-10,652674139,CUS65267413936,36,6792,USD,WEB PAGE,0.215
2022-09-10,911880639,CUS91188063948,48,5200,USD,WEB PAGE,0.295
2022-09-10,319031067,CUS31903106760,60,106100,USD,WEB PAGE,0.175
2022-09-10,629997373,CUS62999737360,60,25500,USD,WEB PAGE,0.215
2022-09-10,958170765,CUS95817076560,60,70000,USD,WEB PAGE,0.155
2022-09-10,337295150,CUS33729515048,48,17000,USD,WEB PAGE,0.235
2022-09-10,854405792,CUS85440579236,36,20000,USD,AGENCY,0.105
2022-09-10,851097068,CUS85109706848,48,25000,USD,WEB PAGE,0.275
2022-09-10,793645543,CUS79364554360,60,12200,USD,WEB PAGE,0.245
2022-09-10,661461362,CUS66146136224,24,7500,USD,WEB PAGE,0.3
2022-09-10,795097906,CUS79509790636,36,4000,USD,WEB PAGE,0.275
2022-09-10,663401237,CUS66340123724,24,3600,USD,WEB PAGE,0.385
2022-09-10,854884703,CUS85488470312,12,3000,USD,WEB PAGE,0.38
2022-09-10,378358711,CUS37835871124,24,4000,USD,AGENCY,0.395
2022-09-10,245357760,CUS24535776024,24,1000,USD,WEB PAGE,0.385
2022-09-10,690288067,CUS69028806724,24,8000,USD,AGENCY,0.335
2022-09-10,903015893,CUS90301589336,36,5000,USD,WEB PAGE,0.395
2022-09-10,861258376,CUS86125837636,36,13000,USD,AGENCY,0.105
2022-09-10,468188477,CUS46818847736,36,12300,USD,WEB PAGE,0.105
2022-09-10,338923557,CUS33892355724,24,5211,USD,WEB PAGE,0.275
2022-09-10,239381011,CUS23938101136,36,10000,USD,WEB PAGE,0.245
2022-09-10,785184240,CUS78518424012,12,3500,USD,WEB PAGE,0.105
2022-09-10,418169230,CUS41816923024,24,13700,USD,WEB PAGE,0.315
2022-09-10,414661520,CUS41466152036,36,10000,USD,AGENCY,0.235
2022-09-10,203074464,CUS20307446460,60,21500,USD,WEB PAGE,0.165
2022-09-10,512166780,CUS51216678060,60,11000,USD,WEB PAGE,0.23
2022-09-10,962220106,CUS96222010636,36,7461,USD,WEB PAGE,0.149
2022-09-10,382423725,CUS38242372524,24,2000,USD,WEB PAGE,0.129
2022-09-10,405931555,CUS40593155548,48,44700,USD,WEB PAGE,0.139
2022-09-10,763971967,CUS76397196760,60,10000,USD,WEB PAGE,0.165
2022-09-10,267504968,CUS26750496836,36,17000,USD,WEB PAGE,0.205
2022-09-10,155244771,CUS15524477148,48,11000,USD,WEB PAGE,0.159
2022-09-10,778779890,CUS77877989048,48,7860,USD,WEB PAGE,0.229
2022-09-10,245282633,CUS24528263360,60,2185,USD,WEB PAGE,0.349
2022-09-10,200662691,CUS20066269148,48,45000,USD,AGENCY,0.21
2022-09-10,996254617,CUS99625461736,36,10000,USD,WEB PAGE,0.159
2022-09-10,706449805,CUS70644980548,48,6270,USD,WEB PAGE,0.26
2022-09-10,670901128,CUS67090112836,36,7500,USD,WEB PAGE,0.205
2022-09-10,755285749,CUS75528574960,60,18300,USD,WEB PAGE,0.185
2022-09-10,141733609,CUS14173360936,36,10000,USD,WEB PAGE,0.195
2022-09-10,240353931,CUS24035393160,60,17750,USD,WEB PAGE,0.195
2022-09-10,738635657,CUS73863565736,36,5500,USD,WEB PAGE,0.23
2022-09-10,275307182,CUS27530718212,12,5000,USD,AGENCY,0.26
2022-09-10,612038744,CUS61203874448,48,21000,USD,WEB PAGE,0.245
2022-09-10,708203811,CUS70820381124,24,10000,USD,AGENCY,0.24
2022-09-10,645430488,CUS64543048860,60,23200,USD,WEB PAGE,0.24
2022-09-10,773430326,CUS77343032624,24,3000,USD,WEB PAGE,0.275
2022-09-10,297225811,CUS29722581160,60,13500,USD,WEB PAGE,0.175
2022-09-10,498294773,CUS49829477348,48,2400,USD,WEB PAGE,0.265
2022-09-10,245701174,CUS24570117412,12,2000,USD,WEB PAGE,0.27
2022-09-10,639173379,CUS63917337924,24,15000,USD,AGENCY,0.105
2022-09-10,351488523,CUS35148852336,36,4816,USD,WEB PAGE,0.38
2022-09-10,930152962,CUS93015296212,12,5000,USD,WEB PAGE,0.325
2022-09-10,827062875,CUS82706287512,12,7000,USD,WEB PAGE,0.395
2022-09-10,407657182,CUS40765718236,36,15000,USD,WEB PAGE,0.235
2022-09-10,820026834,CUS82002683424,24,2000,USD,WEB PAGE,0.35
2022-09-10,436828602,CUS43682860248,48,6832,USD,WEB PAGE,0.255
2022-09-10,129109168,CUS12910916824,24,13000,USD,WEB PAGE,0.315
2022-09-10,375801763,CUS37580176360,60,60000,USD,WEB PAGE,0.105
2022-09-10,335371641,CUS33537164124,24,10000,USD,WEB PAGE,0.205
2022-09-10,245381986,CUS24538198636,36,49700,USD,WEB PAGE,0.35
2022-09-10,848311807,CUS84831180712,12,2500,USD,WEB PAGE,0.105
2022-09-10,982438612,CUS98243861236,36,20000,USD,WEB PAGE,0.155
2022-09-10,403515984,CUS40351598460,60,19000,USD,WEB PAGE,0.2
2022-09-10,914175750,CUS91417575036,36,8900,USD,WEB PAGE,0.245
2022-09-10,822799752,CUS82279975248,48,133800,USD,WEB PAGE,0.129
2022-09-10,576884490,CUS57688449024,24,5000,USD,WEB PAGE,0.205
2022-09-10,925892782,CUS92589278236,36,7300,USD,WEB PAGE,0.179
2022-09-10,789935526,CUS78993552636,36,18000,USD,AGENCY,0.165
2022-09-10,765784554,CUS76578455424,24,1000,USD,WEB PAGE,0.235
2022-09-10,900197817,CUS90019781748,48,15300,USD,WEB PAGE,0.21
2022-09-10,453528000,CUS45352800024,24,1000,USD,WEB PAGE,0.189
2022-09-10,482516117,CUS48251611760,60,14400,USD,WEB PAGE,0.105
2022-09-10,441690926,CUS44169092612,12,1800,USD,WEB PAGE,0.199
2022-09-10,368758534,CUS36875853436,36,6000,USD,WEB PAGE,0.215
2022-09-10,980523821,CUS98052382136,36,15000,USD,WEB PAGE,0.195
2022-09-10,767113486,CUS76711348660,60,5575,USD,WEB PAGE,0.235
2022-09-10,552467356,CUS55246735636,36,39500,USD,WEB PAGE,0.215
2022-09-10,405009874,CUS40500987412,12,4000,USD,WEB PAGE,0.235
2022-09-10,505287287,CUS50528728724,24,2200,USD,WEB PAGE,0.215
2022-09-10,519947170,CUS51994717060,60,29500,USD,WEB PAGE,0.25
2022-09-10,115082702,CUS11508270224,24,5544.25,USD,WEB PAGE,0.275
2022-09-10,679256255,CUS67925625548,48,4900,USD,WEB PAGE,0.245
2022-09-10,643699329,CUS64369932948,48,17800,USD,WEB PAGE,0.26
2022-09-10,172135283,CUS17213528348,48,19100,USD,WEB PAGE,0.295
2022-09-10,230942460,CUS23094246024,24,5000,USD,AGENCY,0.335
2022-09-10,839738814,CUS83973881436,36,5942.38,USD,WEB PAGE,0.385
2022-09-10,652120957,CUS65212095724,24,10000,USD,WEB PAGE,0.39
2022-09-10,565354133,CUS56535413324,24,3000,USD,WEB PAGE,0.395
2022-09-10,689733532,CUS68973353260,60,68000,USD,WEB PAGE,0.105
2022-09-10,417095507,CUS41709550736,36,16206,USD,WEB PAGE,0.34
2022-09-10,457728843,CUS45772884324,24,16100,USD,AGENCY,0.275
2022-09-10,238932216,CUS23893221636,36,11500,USD,WEB PAGE,0.225
2022-09-10,195656674,CUS19565667424,24,4880,USD,WEB PAGE,0.285
2022-09-10,569387864,CUS56938786460,60,30000,USD,WEB PAGE,0.135
2022-09-10,223309147,CUS22330914748,48,97900,USD,AGENCY,0.179
2022-09-10,247239106,CUS24723910648,48,21200,USD,WEB PAGE,0.13
2022-09-10,986219219,CUS98621921948,48,46880.85,USD,WEB PAGE,0.185
2022-09-10,784509745,CUS78450974560,60,24000,USD,AGENCY,0.19
2022-09-10,500658778,CUS50065877824,24,18000,USD,AGENCY,0.195
2022-09-10,234768230,CUS23476823060,60,57700,USD,WEB PAGE,0.175
2022-09-10,741470804,CUS74147080460,60,29320,USD,WEB PAGE,0.175
2022-09-10,298500322,CUS29850032236,36,18000,USD,WEB PAGE,0.195
2022-09-10,991603902,CUS99160390260,60,58000,USD,WEB PAGE,0.135
2022-09-10,114389184,CUS11438918460,60,71000,USD,WEB PAGE,0.105
2022-09-10,134454342,CUS13445434248,48,20005,USD,AGENCY,0.145
2022-09-10,430254698,CUS43025469860,60,32300,USD,WEB PAGE,0.175
2022-09-10,884323538,CUS88432353848,48,20005,USD,WEB PAGE,0.145
2022-09-10,469012942,CUS46901294224,24,4000,USD,WEB PAGE,0.235
2022-09-10,811036501,CUS81103650160,60,5700,USD,WEB PAGE,0.245
2022-09-10,250706918,CUS25070691836,36,15000,USD,WEB PAGE,0.175
2022-09-10,540583272,CUS54058327260,60,33000,USD,WEB PAGE,0.185
2022-09-10,714209524,CUS71420952436,36,8200,USD,WEB PAGE,0.105
2022-09-10,527962778,CUS52796277824,24,17200,USD,WEB PAGE,0.39
2022-09-10,901454335,CUS90145433536,36,5700,USD,AGENCY,0.34
2022-09-10,947318898,CUS94731889836,36,45000,USD,AGENCY,0.36
2022-09-10,427332684,CUS42733268424,24,11119,USD,WEB PAGE,0.39
2022-09-10,289110254,CUS28911025412,12,4000,USD,WEB PAGE,0.395
2022-09-10,356602220,CUS35660222012,12,1500,USD,WEB PAGE,0.375
2022-09-10,624592940,CUS62459294024,24,6000,USD,WEB PAGE,0.39
2022-09-10,518297413,CUS51829741324,24,17500,USD,AGENCY,0.375
2022-09-10,162388762,CUS16238876236,36,4500,USD,WEB PAGE,0.395
2022-09-10,719996141,CUS71999614136,36,2000,USD,WEB PAGE,0.23
2022-09-10,665320423,CUS66532042336,36,13002,USD,WEB PAGE,0.28
2022-09-10,998920661,CUS99892066136,36,23221,USD,WEB PAGE,0.275
2022-09-10,889372806,CUS88937280624,24,5000,USD,WEB PAGE,0.245
2022-09-10,496329490,CUS49632949024,24,3000,USD,WEB PAGE,0.285
2022-09-10,382096575,CUS38209657512,12,2000,USD,WEB PAGE,0.255
2022-09-10,428210703,CUS42821070336,36,10300,USD,WEB PAGE,0.265
2022-09-10,299528296,CUS29952829648,48,78000,USD,WEB PAGE,0.119
2022-09-10,692987304,CUS69298730448,48,14000,USD,WEB PAGE,0.24
2022-09-10,633996245,CUS63399624548,48,10100,USD,WEB PAGE,0.245
2022-09-10,397736207,CUS39773620760,60,48200,USD,AGENCY,0.19
2022-09-10,854645868,CUS85464586848,48,30000,USD,WEB PAGE,0.195
2022-09-10,401137986,CUS40113798636,36,50000,USD,WEB PAGE,0.165
2022-09-10,489304817,CUS48930481724,24,20000,USD,WEB PAGE,0.165
2022-09-10,641069170,CUS64106917036,36,8000,USD,WEB PAGE,0.149
2022-09-10,466764199,CUS46676419948,48,55000,USD,AGENCY,0.21
2022-09-10,418270795,CUS41827079548,48,50000,USD,AGENCY,0.139
2022-09-10,194473233,CUS19447323336,36,8000,USD,WEB PAGE,0.23
2022-09-10,505857186,CUS50585718660,60,30000,USD,WEB PAGE,0.175
2022-09-10,505519910,CUS50551991048,48,12100,USD,WEB PAGE,0.185
2022-09-10,378230956,CUS37823095660,60,10117.64,USD,AGENCY,0.22
2022-09-10,327294422,CUS32729442224,24,1000,USD,WEB PAGE,0.1
2022-09-10,634510343,CUS63451034324,24,3500,USD,WEB PAGE,0.275
2022-09-10,671043096,CUS67104309624,24,4500,USD,AGENCY,0.29
2022-09-10,777998607,CUS77799860724,24,4500,USD,WEB PAGE,0.38
2022-09-10,656379827,CUS65637982712,12,5500,USD,WEB PAGE,0.235
2022-09-10,817723357,CUS81772335748,48,8000,USD,WEB PAGE,0.35
2022-09-10,628989438,CUS62898943848,48,4262,USD,WEB PAGE,0.335
2022-09-10,699815377,CUS69981537760,60,19700,USD,AGENCY,0.105
2022-09-10,412625199,CUS41262519912,12,6000,USD,WEB PAGE,0.335
2022-09-10,555114029,CUS55511402960,60,11513.45,USD,WEB PAGE,0.235
2022-09-10,727709422,CUS72770942248,48,3000,USD,WEB PAGE,0.105
2022-09-10,328292081,CUS32829208136,36,3500,USD,WEB PAGE,0.285
2022-09-10,118524435,CUS11852443524,24,9800,USD,WEB PAGE,0.275
2022-09-10,445781121,CUS44578112136,36,5000,USD,WEB PAGE,0.255
2022-09-10,907918693,CUS90791869360,60,80000,USD,AGENCY,0.135
2022-09-10,735137447,CUS73513744724,24,1000,USD,WEB PAGE,0.225
2022-09-10,770218098,CUS77021809824,24,3000,USD,WEB PAGE,0.38
2022-09-10,653842955,CUS65384295536,36,25000,USD,WEB PAGE,0.195
2022-09-10,136652494,CUS13665249436,36,35000,USD,WEB PAGE,0.395
2022-09-10,226128827,CUS22612882760,60,11000,USD,WEB PAGE,0.235
2022-09-10,659805793,CUS65980579348,48,9800,USD,WEB PAGE,0.235
2022-09-10,946810544,CUS94681054424,24,14057,USD,WEB PAGE,0.155
2022-09-10,289438166,CUS28943816648,48,17100,USD,WEB PAGE,0.189
2022-09-10,146386899,CUS14638689924,24,2500,USD,WEB PAGE,0.145
2022-09-10,358243563,CUS35824356324,24,11000,USD,WEB PAGE,0.235
2022-09-10,685316994,CUS68531699412,12,5000,USD,WEB PAGE,0.225
2022-09-10,934380736,CUS93438073648,48,9000,USD,WEB PAGE,0.185
2022-09-10,366568062,CUS36656806260,60,11300,USD,WEB PAGE,0.185
2022-09-10,184820969,CUS18482096912,12,3500,USD,WEB PAGE,0.215
2022-09-10,776876253,CUS77687625348,48,8000,USD,WEB PAGE,0.205
2022-09-10,514994198,CUS51499419860,60,14950,USD,WEB PAGE,0.23
2022-09-10,633203708,CUS63320370860,60,18349.59,USD,WEB PAGE,0.295
2022-09-10,214064049,CUS21406404924,24,2000,USD,WEB PAGE,0.305
2022-09-10,420915794,CUS42091579412,12,1000,USD,WEB PAGE,0.395
2022-09-10,905379687,CUS90537968736,36,6900,USD,WEB PAGE,0.35
2022-09-10,193952208,CUS19395220836,36,9070,USD,WEB PAGE,0.375
2022-09-10,375532130,CUS37553213036,36,5000,USD,WEB PAGE,0.36
2022-09-10,116236650,CUS11623665036,36,13200,USD,WEB PAGE,0.105
2022-09-10,147706982,CUS14770698212,12,3500,USD,AGENCY,0.24
2022-09-10,630208790,CUS63020879036,36,33000,USD,AGENCY,0.185
2022-09-10,957608700,CUS95760870012,12,5843.16,USD,AGENCY,0.145
2022-09-10,509973295,CUS50997329536,36,6900,USD,AGENCY,0.245
2022-09-10,539377317,CUS53937731712,12,5952.99,USD,AGENCY,0.145
2022-09-10,976204995,CUS97620499536,36,10000,USD,WEB PAGE,0.189
2022-09-10,500207078,CUS50020707848,48,15000,USD,WEB PAGE,0.149
2022-09-10,239368430,CUS23936843048,48,53927,USD,WEB PAGE,0.119
2022-09-10,388318305,CUS38831830512,12,3473,USD,WEB PAGE,0.209
2022-09-10,150731312,CUS15073131236,36,15000,USD,WEB PAGE,0.169
2022-09-10,930546291,CUS93054629148,48,10000,USD,WEB PAGE,0.169
2022-09-10,596346074,CUS59634607460,60,20000,USD,WEB PAGE,0.23
2022-09-10,381171291,CUS38117129136,36,4000,USD,WEB PAGE,0.185
2022-09-10,949796504,CUS94979650448,48,5700,USD,AGENCY,0.205
2022-09-10,232400666,CUS23240066660,60,95900,USD,WEB PAGE,0.165
2022-09-10,598439058,CUS59843905860,60,10100,USD,WEB PAGE,0.235
2022-09-10,346759659,CUS34675965960,60,5500,USD,WEB PAGE,0.215
2022-09-10,444312941,CUS44431294148,48,20000,USD,WEB PAGE,0.215
2022-09-10,146207078,CUS14620707824,24,40000,USD,WEB PAGE,0.175
2022-09-10,796029828,CUS79602982824,24,3500,USD,WEB PAGE,0.245
2022-09-10,874793220,CUS87479322012,12,5500,USD,WEB PAGE,0.24
2022-09-10,439506084,CUS43950608436,36,13000,USD,WEB PAGE,0.255
2022-09-10,773033819,CUS77303381960,60,15600,USD,WEB PAGE,0.235
2022-09-10,754975264,CUS75497526412,12,2000,USD,WEB PAGE,0.215
2022-09-10,803555870,CUS80355587036,36,21800,USD,WEB PAGE,0.38
2022-09-10,606255396,CUS60625539624,24,5000,USD,WEB PAGE,0.33
2022-09-10,494252111,CUS49425211136,36,3500,USD,WEB PAGE,0.36
2022-09-10,573913307,CUS57391330712,12,4000,USD,AGENCY,0.39
2022-09-10,711755626,CUS71175562636,36,4200,USD,WEB PAGE,0.345
2022-09-10,819889149,CUS81988914912,12,3000,USD,WEB PAGE,0.4
2022-09-10,460814362,CUS46081436236,36,12380,USD,WEB PAGE,0.395
2022-09-10,928959140,CUS92895914012,12,6500,USD,WEB PAGE,0.275
2022-09-10,825553875,CUS82555387524,24,4235,USD,WEB PAGE,0.275
2022-09-10,345595068,CUS34559506848,48,138000,USD,WEB PAGE,0.235
2022-09-10,633255795,CUS63325579524,24,6000,USD,WEB PAGE,0.27
2022-09-10,436207419,CUS43620741948,48,8150,USD,WEB PAGE,0.105
2022-09-10,663354063,CUS66335406360,60,138000,USD,WEB PAGE,0.235
2022-09-10,958047735,CUS95804773524,24,14040,USD,WEB PAGE,0.275
2022-09-10,259762346,CUS25976234636,36,4320,USD,WEB PAGE,0.225
2022-09-10,870758093,CUS87075809360,60,21000,USD,WEB PAGE,0.33
2022-09-10,531043645,CUS53104364524,24,8500,USD,WEB PAGE,0.305
2022-09-10,411019135,CUS41101913524,24,5000,USD,WEB PAGE,0.149
2022-09-10,840489429,CUS84048942912,12,15000,USD,AGENCY,0.205
2022-09-10,362533074,CUS36253307448,48,62445.98,USD,AGENCY,0.169
2022-09-10,824443485,CUS82444348560,60,18478,USD,WEB PAGE,0.13
2022-09-10,688570995,CUS68857099536,36,4000,USD,WEB PAGE,0.159
2022-09-10,392784803,CUS39278480360,60,34900,USD,WEB PAGE,0.165
2022-09-10,156710479,CUS15671047948,48,30000,USD,WEB PAGE,0.165
2022-09-10,716943277,CUS71694327724,24,3500,USD,WEB PAGE,0.165
2022-09-10,336571149,CUS33657114960,60,24500,USD,WEB PAGE,0.145
2022-09-10,247566071,CUS24756607148,48,70000,USD,AGENCY,0.185
2022-09-10,637267018,CUS63726701860,60,24000,USD,WEB PAGE,0.12
2022-09-10,170710325,CUS17071032548,48,10000,USD,WEB PAGE,0.215
2022-09-10,159781331,CUS15978133148,48,55000,USD,AGENCY,0.159
2022-09-10,549995748,CUS54999574848,48,14350,USD,WEB PAGE,0.175
2022-09-10,254456832,CUS25445683248,48,20000,USD,WEB PAGE,0.159
2022-09-10,972902916,CUS97290291660,60,26213.03,USD,WEB PAGE,0.225
2022-09-10,269763435,CUS26976343524,24,2600,USD,WEB PAGE,0.235
2022-09-10,808968413,CUS80896841360,60,11100,USD,WEB PAGE,0.25
2022-09-10,906864193,CUS90686419360,60,60000,USD,WEB PAGE,0.105
2022-09-10,919921140,CUS91992114048,48,8000,USD,AGENCY,0.195
2022-09-10,519504863,CUS51950486324,24,5000,USD,WEB PAGE,0.215
2022-09-10,646476699,CUS64647669924,24,14000,USD,AGENCY,0.235
2022-09-10,162380541,CUS16238054148,48,15000,USD,AGENCY,0.275
2022-09-10,949099168,CUS94909916848,48,35000,USD,WEB PAGE,0.285
2022-09-10,419822708,CUS41982270824,24,1000,USD,WEB PAGE,0.395
2022-09-10,901345968,CUS90134596836,36,13800,USD,WEB PAGE,0.385
2022-09-10,976893648,CUS97689364836,36,4200,USD,AGENCY,0.335
2022-09-10,906453836,CUS90645383624,24,8000,USD,WEB PAGE,0.4
2022-09-10,350421114,CUS35042111448,48,14000,USD,WEB PAGE,0.35
2022-09-10,433646504,CUS43364650412,12,15000,USD,WEB PAGE,0.105
2022-09-10,507700482,CUS50770048224,24,10000,USD,WEB PAGE,0.34
2022-09-10,497140184,CUS49714018436,36,3600,USD,WEB PAGE,0.395
2022-09-10,966044891,CUS96604489160,60,32000,USD,AGENCY,0.105
2022-09-10,442047612,CUS44204761260,60,32000,USD,WEB PAGE,0.105
2022-09-10,832497630,CUS83249763060,60,71312.64,USD,WEB PAGE,0.105
2022-09-10,443082147,CUS44308214724,24,5112.41,USD,WEB PAGE,0.285
2022-09-10,165533273,CUS16553327348,48,36850,USD,WEB PAGE,0.225
2022-09-10,448473427,CUS44847342736,36,19800,USD,WEB PAGE,0.185
2022-09-10,387449688,CUS38744968824,24,10000,USD,WEB PAGE,0.275
2022-09-10,477242136,CUS47724213660,60,21600,USD,AGENCY,0.105
2022-09-10,676459252,CUS67645925260,60,27021,USD,WEB PAGE,0.205
2022-09-10,590722402,CUS59072240212,12,3000,USD,WEB PAGE,0.35
2022-09-10,529176479,CUS52917647924,24,3000,USD,WEB PAGE,0.129
2022-09-10,936661151,CUS93666115148,48,9121,USD,WEB PAGE,0.135
2022-09-10,656413411,CUS65641341148,48,9500,USD,WEB PAGE,0.129
2022-09-10,687149400,CUS68714940048,48,2000,USD,WEB PAGE,0.205
2022-09-10,189935310,CUS18993531036,36,26130,USD,WEB PAGE,0.145
2022-09-10,655794677,CUS65579467760,60,57700,USD,WEB PAGE,0.165
2022-09-10,926280917,CUS92628091736,36,11900,USD,WEB PAGE,0.235
2022-09-10,617767240,CUS61776724048,48,30643,USD,WEB PAGE,0.125
2022-09-10,482107476,CUS48210747636,36,15000,USD,WEB PAGE,0.145
2022-09-10,471242367,CUS47124236724,24,23000,USD,WEB PAGE,0.105
2022-09-10,909000529,CUS90900052924,24,5000,USD,WEB PAGE,0.155
2022-09-10,682126657,CUS68212665736,36,17000,USD,WEB PAGE,0.27
2022-09-10,975066358,CUS97506635812,12,3000,USD,WEB PAGE,0.15
2022-09-10,941907097,CUS94190709760,60,32800,USD,WEB PAGE,0.165
2022-09-10,199280694,CUS19928069424,24,8000,USD,AGENCY,0.165
2022-09-10,449688693,CUS44968869336,36,20000,USD,WEB PAGE,0.105
2022-09-10,963808739,CUS96380873960,60,21700,USD,WEB PAGE,0.3
2022-09-10,641835818,CUS64183581824,24,29700,USD,WEB PAGE,0.39
2022-09-10,224069437,CUS22406943736,36,4500,USD,WEB PAGE,0.385
2022-09-10,783496546,CUS78349654648,48,11330.73,USD,WEB PAGE,0.35
2022-09-10,178680633,CUS17868063336,36,16000,USD,WEB PAGE,0.385
2022-09-10,123940529,CUS12394052948,48,9500,USD,WEB PAGE,0.35
2022-09-10,450250507,CUS45025050736,36,30000,USD,WEB PAGE,0.105
2022-09-10,504273644,CUS50427364424,24,3580.07,USD,WEB PAGE,0.24
2022-09-10,492900099,CUS49290009924,24,5000,USD,WEB PAGE,0.395
2022-09-10,136596168,CUS13659616836,36,11147.24,USD,WEB PAGE,0.315
2022-09-10,738077502,CUS73807750224,24,11000,USD,WEB PAGE,0.25
2022-09-10,477948690,CUS47794869048,48,25000,USD,WEB PAGE,0.24
2022-09-10,365847639,CUS36584763936,36,1500,USD,WEB PAGE,0.315
2022-09-10,750309170,CUS75030917024,24,14000,USD,WEB PAGE,0.35
2022-09-10,137687980,CUS13768798024,24,3856,USD,WEB PAGE,0.27
2022-09-10,529353384,CUS52935338424,24,10000,USD,AGENCY,0.165
2022-09-10,834714102,CUS83471410260,60,38920,USD,WEB PAGE,0.169
2022-09-10,595314710,CUS59531471024,24,6350,USD,WEB PAGE,0.109
2022-09-10,436504381,CUS43650438148,48,37000,USD,WEB PAGE,0.125
2022-09-10,865949992,CUS86594999248,48,11758.81,USD,AGENCY,0.23
2022-09-10,666214409,CUS66621440948,48,51800,USD,AGENCY,0.169
2022-09-10,898692030,CUS89869203048,48,23000,USD,WEB PAGE,0.169
2022-09-10,226359578,CUS22635957836,36,3000,USD,WEB PAGE,0.23
2022-09-10,990687828,CUS99068782860,60,66260,USD,WEB PAGE,0.175
2022-09-10,224342975,CUS22434297512,12,3000,USD,WEB PAGE,0.2
2022-09-10,494172444,CUS49417244448,48,10000,USD,WEB PAGE,0.245
2022-09-10,365024203,CUS36502420360,60,31700,USD,WEB PAGE,0.135
2022-09-10,555850096,CUS55585009660,60,25000,USD,WEB PAGE,0.165
2022-09-10,571017467,CUS57101746760,60,38000,USD,WEB PAGE,0.235
2022-09-10,878500466,CUS87850046612,12,20000,USD,AGENCY,0.245
2022-09-10,169543363,CUS16954336360,60,7000,USD,WEB PAGE,0.23
2022-09-10,551747118,CUS55174711836,36,2500,USD,WEB PAGE,0.34
2022-09-10,763708803,CUS76370880312,12,2000,USD,WEB PAGE,0.375
2022-09-10,279828558,CUS27982855824,24,8754,USD,WEB PAGE,0.395
2022-09-10,679453892,CUS67945389248,48,11800,USD,WEB PAGE,0.34
2022-09-10,518829746,CUS51882974636,36,11461.3,USD,WEB PAGE,0.39
2022-09-10,647211436,CUS64721143648,48,27300,USD,WEB PAGE,0.225
2022-09-10,592446014,CUS59244601448,48,15000,USD,WEB PAGE,0.245
2022-09-10,262640319,CUS26264031936,36,10300,USD,AGENCY,0.36
2022-09-10,990169583,CUS99016958360,60,22300,USD,WEB PAGE,0.105
2022-09-10,783245411,CUS78324541136,36,7000,USD,WEB PAGE,0.205
2022-09-10,581346883,CUS58134688336,36,3500,USD,WEB PAGE,0.205
2022-09-10,892263350,CUS89226335024,24,18000,USD,AGENCY,0.149
2022-09-10,904391612,CUS90439161236,36,3000,USD,WEB PAGE,0.179
2022-09-10,698737274,CUS69873727448,48,15000,USD,WEB PAGE,0.189
2022-09-10,713746803,CUS71374680360,60,10000,USD,WEB PAGE,0.175
2022-09-10,285047363,CUS28504736348,48,13387,USD,WEB PAGE,0.165
2022-09-10,583722087,CUS58372208736,36,10622,USD,WEB PAGE,0.245
2022-09-10,982523970,CUS98252397060,60,12000,USD,WEB PAGE,0.265
2022-09-10,310828854,CUS31082885460,60,11000,USD,WEB PAGE,0.245
2022-09-10,676037875,CUS67603787560,60,10000,USD,WEB PAGE,0.23
2022-09-10,509791430,CUS50979143060,60,8400,USD,WEB PAGE,0.22
2022-09-10,757606982,CUS75760698224,24,10000,USD,WEB PAGE,0.215
2022-09-10,770606370,CUS77060637060,60,6000,USD,WEB PAGE,0.165
2022-09-10,291515819,CUS29151581948,48,13200,USD,WEB PAGE,0.165
2022-09-10,534092500,CUS53409250012,12,1000,USD,WEB PAGE,0.185
2022-09-10,203486043,CUS20348604336,36,8900,USD,AGENCY,0.335
2022-09-10,523182278,CUS52318227824,24,15721.63,USD,WEB PAGE,0.39
2022-09-10,396585039,CUS39658503936,36,2000,USD,WEB PAGE,0.395
2022-09-10,338731999,CUS33873199936,36,12000,USD,AGENCY,0.105
2022-09-10,831321555,CUS83132155536,36,20000,USD,WEB PAGE,0.39
2022-09-10,322225561,CUS32222556124,24,7561.08,USD,WEB PAGE,0.375
2022-09-10,466298258,CUS46629825824,24,8000,USD,WEB PAGE,0.385
2022-09-10,259584883,CUS25958488336,36,14100,USD,WEB PAGE,0.24
2022-09-10,422209290,CUS42220929036,36,14000,USD,WEB PAGE,0.245
2022-09-10,437565354,CUS43756535424,24,15000,USD,AGENCY,0.395
2022-09-10,825433608,CUS82543360812,12,5000,USD,WEB PAGE,0.23
2022-09-10,340417055,CUS34041705524,24,10000,USD,WEB PAGE,0.315
2022-09-10,112054699,CUS11205469948,48,30000,USD,WEB PAGE,0.105
2022-09-10,915596633,CUS91559663336,36,35000,USD,WEB PAGE,0.24
2022-09-10,617213371,CUS61721337136,36,8000,USD,WEB PAGE,0.235
2022-09-10,759294629,CUS75929462948,48,50000,USD,AGENCY,0.18
2022-09-10,464138031,CUS46413803148,48,29000,USD,WEB PAGE,0.21
2022-09-10,702305680,CUS70230568036,36,17000,USD,WEB PAGE,0.189
2022-09-10,400931090,CUS40093109036,36,12400,USD,WEB PAGE,0.109
2022-09-10,676895010,CUS67689501048,48,23160,USD,AGENCY,0.22
